disease,text
Failure to thrive,"['""Length of Urine Collection""', '""Creatinine, Urine""', '""Urine Mucous""', '""Specific Gravity""', '""Bilirubin""', '""Epithelial Cells""', '""Urine Appearance""', '""Ketone""', '""Urine Color""', '""Nitrite""', '""Bacteria""', '""pH""', '""Protein""', '""Glucose""', '""Urobilinogen""', '""Leukocytes""', '""Yeast""', '""WBC""', '""RBC""', '""Blood""', '""Chloride""', '""Sodium""', '""Potassium""', '""Bicarbonate""', '""Anion Gap""', '""RDW""', '""MCH""', '""MCHC""', '""MCV""', '""White Blood Cells""', '""Platelet Count""', '""Hemoglobin""', '""Hematocrit""', '""RDW-SD""', '""Red Blood Cells""', '""Calcium, Total""', '""Urea Nitrogen""', '""Magnesium""', '""Phosphate""', '""Creatinine""', '""Total Nucleated Cells, Ascites""', '""Albumin, Ascites""', '""Glucose, Ascites""', '""Lactate Dehydrogenase, Ascites""', '""Total Protein, Ascites""', '""Atypical Lymphocytes""', '""Polys""', '""Lymphocytes""', '""Monocytes""', '""Macrophage""', '""Hematocrit, Ascites""', '""Alanine Aminotransferase (ALT)""', '""Asparate Aminotransferase (AST)""', '""Bilirubin, Total""', '""Alkaline Phosphatase""', '""INR(PT)""', '""PT""', '""Red Top Hold""', '""Mesothelial Cell""', '""Tobramycin""', '""PTT""', '""RBC, Ascites""', '""Bilirubin, Direct""', '""Bilirubin, Indirect""', '""Parathyroid Hormone""', '""Specimen Type""', '""pO2""', '""Calculated Total CO2""', '""pCO2""', '""Base Excess""', '""Free Calcium""', '""Lactate""', '""Estimated GFR (MDRD equation)""', '""Vancomycin""', '""Fibrinogen, Functional""', '""Bands""', '""Absolute Lymphocyte Count""', '""Neutrophils""', '""Absolute Monocyte Count""', '""Myelocytes""', '""Absolute Eosinophil Count""', '""Absolute Neutrophil Count""', '""Basophils""', '""Absolute Basophil Count""', '""Metamyelocytes""', '""Eosinophils""', '""Platelet Smear""', '""Echinocytes""', '""Ovalocytes""', '""Polychromasia""', '""Anisocytosis""', '""Hypochromia""', '""Poikilocytosis""', '""Microcytes""', '""Schistocytes""', '""Acanthocytes""', '""Macrocytes""', '""Troponin T""', '""Creatine Kinase, MB Isoenzyme""', '""Oxygen""', '""PEEP""', '""Ventilator""', '""Intubated""', '""Temperature""', '""Tidal Volume""', '""Ventilation Rate""', '""Assist/Control""', '""Other""', '""Lipase""', '""Triglycerides""', '""Hematocrit, Calculated""', '""Chloride, Whole Blood""', '""Potassium, Whole Blood""', '""Sodium, Whole Blood""', '""Hepatitis C Virus Antibody""', '""Hepatitis B Virus Core Antibody""', '""Hepatitis B Surface Antigen""', '""Hepatitis B Surface Antibody""', '""Haptoglobin""', '""Lactate Dehydrogenase (LD)""', '""Albumin""', '""D-Dimer""', '""Required O2""', '""Alveolar-arterial Gradient""', '""Target Cells""', '""Teardrop Cells""', '""Nucleated Red Cells""', '""Immature Granulocytes""', '""Monos""', '""Other Cell""', '""25-OH Vitamin D""', '""HIV Screen""', '""ARCH-1""', '""Amylase, Ascites""', '""Potassium, Urine""', '""Urea Nitrogen, Urine""', '""Chloride, Urine""', '""Sodium, Urine""', '""Osmolality, Urine""', '""Thyroxine (T4)""', '""Thyroid Stimulating Hormone""', '""Protein Electrophoresis""', '""Immunofixation""', '""Protein, Total""', '""Immunoglobulin M""', '""Immunoglobulin G""', '""Immunoglobulin A""', '""Prot. Electrophoresis, Urine""', '""Total Protein, Urine""', '""Hyaline Casts""', '""Creatine Kinase (CK)""', '""Blue Top Hold""', '""Oxygen Saturation""', '""Iron""', '""Transferrin""', '""Iron Binding Capacity, Total""', '""Ferritin""', '""Amylase""']"
Fatigue,"['""I""', '""H""', '""Lipase""', '""Amylase""', '""L""', '""Absolute Eosinophil Count""', '""Schistocytes""', '""Poikilocytosis""', '""Absolute Lymphocyte Count""', '""Other Cells""', '""Eosinophils""', '""Lymphocytes""', '""Neutrophils""', '""RBC Morphology""', '""Hypochromia""', '""Ovalocytes""', '""Basophils""', '""Microcytes""', '""Anisocytosis""', '""Absolute Neutrophil Count""', '""Monocytes""', '""Absolute Monocyte Count""', '""Polychromasia""', '""Absolute Basophil Count""', '""Teardrop Cells""', '""Platelet Smear""', '""MCH""', '""RDW-SD""', '""Red Blood Cells""', '""MCV""', '""White Blood Cells""', '""MCHC""', '""Hemoglobin""', '""RDW""', '""Platelet Count""', '""Hematocrit""', '""Lactate Dehydrogenase (LD)""', '""Creatinine""', '""Alanine Aminotransferase (ALT)""', '""Sodium""', '""Glucose""', '""Asparate Aminotransferase (AST)""', '""Anion Gap""', '""Potassium""', '""Alkaline Phosphatase""', '""Albumin""', '""Calcium, Total""', '""Urea Nitrogen""', '""Bilirubin, Total""', '""Magnesium""', '""Phosphate""', '""Chloride""', '""Bicarbonate""', '""PT""', '""INR(PT)""', '""PTT""', '""Uric Acid""', '""Lactate""', '""Folate""', '""25-OH Vitamin D""', '""Vitamin B12""', '""Spherocytes""', '""Blue Top Hold""', '""Green Top Hold (plasma)""', '""Estimated GFR (MDRD equation)""', '""Troponin T""', '""Basophilic Stippling""', '""Uhold""', '""Length of Urine Collection""', '""Ketone""', '""Bilirubin""', '""Urobilinogen""', '""Nitrite""', '""Specific Gravity""', '""pH""', '""Urine Color""', '""Urine Appearance""', '""Leukocytes""', '""Protein""', '""Blood""', '""Blood, Occult""', '""Macrocytes""', '""XUCU""', '""Urine Mucous""', '""RBC""', '""Yeast""', '""Hyaline Casts""', '""Transitional Epithelial Cells""', '""UCU2""', '""WBC""', '""Bacteria""', '""Epithelial Cells""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Osmolality, Urine""', '""Metamyelocytes""', '""Elliptocytes""', '""Atypical Lymphocytes""', '""Myelocytes""', '""Bands""', '""Specimen Type""', '""Nucleated Red Cells""', '""Prostate Specific Antigen""']"
Fecal incontinence,"['""Calcium, Total""', '""Anion Gap""', '""Chloride""', '""Magnesium""', '""Bicarbonate""', '""Potassium""', '""Urea Nitrogen""', '""Phosphate""', '""Glucose""', '""L""', '""Sodium""', '""H""', '""Creatinine""', '""I""', '""Creatine Kinase (CK)""', '""RDW""', '""Hematocrit""', '""White Blood Cells""', '""MCHC""', '""MCH""', '""Platelet Count""', '""Hemoglobin""', '""MCV""', '""Red Blood Cells""', '""RDW-SD""', '""Light Green Top Hold""', '""Estimated GFR (MDRD equation)""', '""PT""', '""INR(PT)""', '""PTT""', '""Digoxin""', '""Absolute Eosinophil Count""', '""Platelet Smear""', '""Monocytes""', '""Bands""', '""Metamyelocytes""', '""Basophils""', '""Absolute Lymphocyte Count""', '""Myelocytes""', '""Eosinophils""', '""Absolute Monocyte Count""', '""Absolute Neutrophil Count""', '""Absolute Basophil Count""', '""Neutrophils""', '""Lymphocytes""', '""Atypical Lymphocytes""', '""Anisocytosis""', '""Microcytes""', '""Hypochromia""', '""Macrocytes""', '""Polychromasia""', '""Poikilocytosis""', '""Bilirubin, Total""', '""Asparate Aminotransferase (AST)""', '""Alanine Aminotransferase (ALT)""', '""Alkaline Phosphatase""', '""Lactate""', '""Specific Gravity""', '""Urobilinogen""', '""Leukocytes""', '""Bilirubin""', '""Hyaline Casts""', '""Urine Color""', '""WBC""', '""Nitrite""', '""Urine Appearance""', '""Yeast""', '""RBC""', '""Protein""', '""Bacteria""', '""pH""', '""Epithelial Cells""', '""Blood""', '""WBC Clumps""', '""Ketone""', '""Troponin T""', '""Vancomycin""', '""Length of Urine Collection""', '""Osmolality, Urine""', '""Creatinine, Urine""', '""Urea Nitrogen, Urine""', '""Sodium, Urine""', '""Specimen Type""', '""Free Calcium""', '""Oxygen Saturation""', '""Base Excess""', '""pO2""', '""Calculated Total CO2""', '""pCO2""', '""EDTA Hold""', '""Blue Top Hold""', '""C-Reactive Protein""', '""Creatine Kinase, MB Isoenzyme""', '""Fibrinogen, Functional""', '""Albumin""', '""Ovalocytes""', '""Iron""', '""Ferritin""', '""Transferrin""', '""Iron Binding Capacity, Total""', '""Folate""', '""Vitamin B12""', '""25-OH Vitamin D""']"
Fever,"['""INR(PT)""', '""PTT""', '""PT""', '""Fibrinogen, Functional""', '""Myelocytes""', '""Absolute Eosinophil Count""', '""Eosinophils""', '""Absolute Lymphocyte Count""', '""Absolute Neutrophil Count""', '""Absolute Monocyte Count""', '""Platelet Smear""', '""Atypical Lymphocytes""', '""Lymphocytes""', '""Absolute Basophil Count""', '""Neutrophils""', '""Bands""', '""Monocytes""', '""Basophils""', '""Metamyelocytes""', '""Poikilocytosis""', '""Hypochromia""', '""Microcytes""', '""Macrocytes""', '""Polychromasia""', '""Anisocytosis""', '""Alkaline Phosphatase""', '""Glucose""', '""Potassium""', '""Uric Acid""', '""I""', '""Calcium, Total""', '""Alanine Aminotransferase (ALT)""', '""Anion Gap""', '""Lactate Dehydrogenase (LD)""', '""Creatinine""', '""Chloride""', '""Urea Nitrogen""', '""L""', '""H""', '""Sodium""', '""Magnesium""', '""Asparate Aminotransferase (AST)""', '""Phosphate""', '""Bicarbonate""', '""Bilirubin, Total""', '""RDW-SD""', '""RDW""', '""MCV""', '""Red Blood Cells""', '""White Blood Cells""', '""MCH""', '""Hemoglobin""', '""MCHC""', '""Platelet Count""', '""Hematocrit""', '""Other Cells""', '""Ovalocytes""', '""Sodium, Whole Blood""', '""Spherocytes""', '""Teardrop Cells""', '""Schistocytes""', '""Length of Urine Collection""', '""RBC""', '""pH""', '""WBC""', '""Bacteria""', '""Protein""', '""Blood""', '""Yeast""', '""Urine Appearance""', '""Ketone""', '""Epithelial Cells""', '""Bilirubin""', '""Nitrite""', '""Specific Gravity""', '""Hyaline Casts""', '""Leukocytes""', '""Urine Color""', '""Amorphous Crystals""', '""Urobilinogen""', '""Osmolality, Urine""', '""Urea Nitrogen, Urine""', '""Creatinine, Urine""', '""Potassium, Urine""', '""Sodium, Urine""', '""Albumin""', '""Echinocytes""', '""Estimated GFR (MDRD equation)""', '""Acetaminophen""', '""STX3""', '""Benzodiazepine Screen""', '""STX4""', '""Osmolality, Measured""', '""Thyroxine (T4), Free""', '""Thyroid Stimulating Hormone""', '""Heparin""', '""Heparin, LMW""', '""G6PD, Qualitative""', '""Reticulocyte Count, Absolute""', '""Reticulocyte Count, Automated""', '""Potassium, Whole Blood""', '""Red Top Hold""', '""Cortisol""', '""UTX9""', '""Opiate Screen, Urine""', '""Amphetamine Screen, Urine""', '""UTX4""', '""UTX5""', '""Marijuana""', '""UTX2""', '""Benzodiazepine Screen, Urine""', '""UTX3""', '""UTX1""', '""Cocaine, Urine""', '""Barbiturate Screen, Urine""', '""Phosphate, Urine""', '""Immature Granulocytes""', '""Basophilic Stippling""', '""Acanthocytes""', '""RBC Morphology""', '""Uhold""']"
Fibromyalgia,"['""Hemoglobin""', '""MCH""', '""RDW""', '""Hematocrit""', '""Red Blood Cells""', '""RDW-SD""', '""MCV""', '""White Blood Cells""', '""MCHC""', '""Platelet Count""', '""PT""', '""INR(PT)""', '""PTT""', '""Sodium""', '""Bicarbonate""', '""Magnesium""', '""Anion Gap""', '""Chloride""', '""Glucose""', '""Phosphate""', '""Potassium""', '""Calcium, Total""', '""Creatinine""', '""Urea Nitrogen""', '""Vancomycin""', '""Estimated GFR (MDRD equation)""', '""Specific Gravity""', '""pH""', '""Urine Color""', '""Protein""', '""Leukocytes""', '""Nitrite""', '""Bilirubin""', '""Urine Appearance""', '""Blood""', '""Urobilinogen""', '""Ketone""', '""Intubated""', '""Specimen Type""', '""Calculated Total CO2""', '""pCO2""', '""pO2""', '""Base Excess""', '""Oxygen Saturation""', '""Oxygen""', '""Alveolar-arterial Gradient""', '""Required O2""', '""Lactate""', '""NTproBNP""', '""Alanine Aminotransferase (ALT)""', '""Lactate Dehydrogenase (LD)""', '""Alkaline Phosphatase""', '""Bilirubin, Total""', '""Asparate Aminotransferase (AST)""', '""Albumin""', '""Monocytes""', '""Absolute Monocyte Count""', '""Hypochromia""', '""Absolute Lymphocyte Count""', '""Anisocytosis""', '""Atypical Lymphocytes""', '""Absolute Basophil Count""', '""Microcytes""', '""Metamyelocytes""', '""Bands""', '""Lymphocytes""', '""Basophils""', '""Platelet Smear""', '""Poikilocytosis""', '""Macrocytes""', '""Myelocytes""', '""Absolute Eosinophil Count""', '""Absolute Neutrophil Count""', '""Neutrophils""', '""Eosinophils""', '""Polychromasia""', '""Anat Path Hold""']"
Fistula,"['""Calcium, Total""', '""Chloride""', '""Urea Nitrogen""', '""Creatinine""', '""Glucose""', '""Sodium""', '""Anion Gap""', '""Magnesium""', '""Phosphate""', '""Potassium""', '""Bicarbonate""', '""White Blood Cells""', '""Red Blood Cells""', '""Hematocrit""', '""MCH""', '""Platelet Count""', '""Hemoglobin""', '""MCV""', '""RDW""', '""MCHC""', '""Creatine Kinase, MB Isoenzyme""', '""Creatine Kinase (CK)""', '""Troponin T""', '""Specimen Type""', '""Lactate""', '""Urine Appearance""', '""Protein""', '""Blood""', '""Specific Gravity""', '""Yeast""', '""Nitrite""', '""Urine Color""', '""Bilirubin""', '""WBC""', '""Bacteria""', '""Ketone""', '""RBC""', '""Urobilinogen""', '""Leukocytes""', '""Hyaline Casts""', '""Epithelial Cells""', '""pH""', '""Urine Mucous""', '""PT""', '""INR(PT)""', '""PTT""', '""Light Green Top Hold""', '""Alanine Aminotransferase (ALT)""', '""Asparate Aminotransferase (AST)""', '""Albumin""', '""Estimated GFR (MDRD equation)""', '""Bilirubin, Total""', '""Alkaline Phosphatase""', '""Neutrophils""', '""Basophils""', '""Eosinophils""', '""Monocytes""', '""Lymphocytes""', '""Folate""', '""Vitamin B12""', '""NTproBNP""', '""Triglycerides""', '""Thyroid Stimulating Hormone""', '""Iron""', '""Ferritin""']"
Flesh-eating disease,"['""H""', '""Vancomycin""', '""L""', '""I""', '""Platelet Count""', '""Hemoglobin""', '""White Blood Cells""', '""MCV""', '""RDW-SD""', '""Hematocrit""', '""RDW""', '""Red Blood Cells""', '""MCHC""', '""MCH""', '""Calcium, Total""', '""Urea Nitrogen""', '""Magnesium""', '""Phosphate""', '""Bicarbonate""', '""Anion Gap""', '""Chloride""', '""Sodium""', '""Creatinine""', '""Glucose""', '""Potassium""', '""Estimated GFR (MDRD equation)""', '""Green Top Hold (plasma)""', '""C-Reactive Protein""', '""Intubated""', '""Specimen Type""', '""pO2""', '""Base Excess""', '""pH""', '""pCO2""', '""Calculated Total CO2""', '""INR(PT)""', '""PTT""', '""PT""', '""Length of Urine Collection""', '""Uhold""', '""Urine tube, held""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Total Protein, Urine""', '""Protein/Creatinine Ratio""', '""Osmolality, Urine""', '""Free Calcium""', '""Lactate""', '""Red Top Hold""', '""Creatine Kinase (CK)""', '""Iron Binding Capacity, Total""', '""Iron""', '""Transferrin""', '""Ferritin""', '""Vitamin B12""', '""Urine Color""', '""Specific Gravity""', '""Epithelial Cells""', '""Yeast""', '""Urine Mucous""', '""Bacteria""', '""WBC""', '""Protein""', '""Ketone""', '""RBC""', '""Blood""', '""Nitrite""', '""Bilirubin""', '""Urobilinogen""', '""Leukocytes""', '""Urine Appearance""', '""Light Green Top Hold""', '""Absolute Monocyte Count""', '""Neutrophils""', '""Absolute Eosinophil Count""', '""Lymphocytes""', '""Monocytes""', '""Absolute Neutrophil Count""', '""Eosinophils""', '""Absolute Lymphocyte Count""', '""Basophils""', '""Absolute Basophil Count""', '""Immature Granulocytes""', '""Alanine Aminotransferase (ALT)""', '""Bilirubin, Total""', '""Alkaline Phosphatase""', '""Asparate Aminotransferase (AST)""', '""Lipase""', '""Albumin""', '""HPE2""', '""HPE3""', '""Hepatitis B Surface Antibody""', '""Hepatitis B Virus Core Antibody""', '""Hepatitis C Virus Antibody""', '""Hepatitis B Surface Antigen""', '""HPE1""', '""HPE7""', '""Potassium, Whole Blood""']"
Fractures,"['""RDW""', '""MCV""', '""Hemoglobin""', '""Hematocrit""', '""MCH""', '""Red Blood Cells""', '""MCHC""', '""Platelet Count""', '""White Blood Cells""', '""Sodium""', '""Phosphate""', '""Chloride""', '""Magnesium""', '""Urea Nitrogen""', '""Glucose""', '""Bicarbonate""', '""Creatinine""', '""Calcium, Total""', '""Potassium""', '""Anion Gap""', '""INR(PT)""', '""PTT""', '""Fibrinogen, Functional""', '""PT""', '""Bilirubin, Total""', '""Lactate Dehydrogenase (LD)""', '""Alkaline Phosphatase""', '""Albumin""', '""Alanine Aminotransferase (ALT)""', '""Asparate Aminotransferase (AST)""', '""Bilirubin, Indirect""', '""Bilirubin, Direct""', '""Intubated""', '""Specimen Type""', '""Base Excess""', '""Chloride, Whole Blood""', '""Hematocrit, Calculated""', '""Free Calcium""', '""pH""', '""Sodium, Whole Blood""', '""Potassium, Whole Blood""', '""pO2""', '""Calculated Total CO2""', '""Lactate""', '""pCO2""', '""Estimated GFR (MDRD equation)""', '""Troponin T""', '""Creatine Kinase, MB Isoenzyme""', '""NTproBNP""', '""Reticulocyte Count, Automated""', '""Poikilocytosis""', '""Schistocytes""', '""Teardrop Cells""', '""Anisocytosis""', '""Ovalocytes""', '""Macrocytes""', '""Polychromasia""', '""Echinocytes""', '""Microcytes""', '""Spherocytes""', '""Hypochromia""', '""Temperature""', '""Oxygen""', '""PEEP""', '""Platelet Smear""', '""Ventilation Rate""', '""Haptoglobin""', '""Tidal Volume""', '""Assist/Control""', '""Oxygen Saturation""', '""Creatine Kinase (CK)""', '""Lymphocytes""', '""Neutrophils""', '""Basophils""', '""Monocytes""', '""Eosinophils""', '""Length of Urine Collection""', '""Osmolality, Urine""', '""Sodium, Urine""', '""Potassium, Urine""', '""Creatinine, Urine""', '""Urea Nitrogen, Urine""', '""Chloride, Urine""', '""Urine tube, held""', '""Protein""', '""Urobilinogen""', '""Hyaline Casts""', '""Specific Gravity""', '""Urine Appearance""', '""WBC""', '""Bacteria""', '""Bilirubin""', '""RBC""', '""Yeast""', '""Urine Mucous""', '""Blood""', '""Urine Color""', '""Leukocytes""', '""Nitrite""', '""Ketone""', '""Epithelial Cells""', '""Waxy Casts""']"
Fractures,"['""Lactate Dehydrogenase (LD)""', '""Alkaline Phosphatase""', '""Asparate Aminotransferase (AST)""', '""Estimated GFR (MDRD equation)""', '""Creatinine""', '""Chloride""', '""Bilirubin, Total""', '""I""', '""Magnesium""', '""Calcium, Total""', '""Sodium""', '""Potassium""', '""Phosphate""', '""Anion Gap""', '""H""', '""Glucose""', '""Bicarbonate""', '""Alanine Aminotransferase (ALT)""', '""L""', '""Urea Nitrogen""', '""Creatine Kinase, MB Isoenzyme""', '""Troponin T""', '""MCHC""', '""Hemoglobin""', '""MCH""', '""Hematocrit""', '""White Blood Cells""', '""Red Blood Cells""', '""Platelet Count""', '""MCV""', '""RDW-SD""', '""RDW""', '""PTT""', '""PT""', '""INR(PT)""']"
Fractures,"['""INR(PT)""', '""PTT""', '""PT""', '""Creatinine""', '""Asparate Aminotransferase (AST)""', '""Magnesium""', '""Alanine Aminotransferase (ALT)""', '""Anion Gap""', '""Glucose""', '""Potassium""', '""Chloride""', '""Phosphate""', '""Urea Nitrogen""', '""Alkaline Phosphatase""', '""Bilirubin, Total""', '""Bicarbonate""', '""Calcium, Total""', '""Sodium""', '""White Blood Cells""', '""Red Blood Cells""', '""Hemoglobin""', '""MCV""', '""MCHC""', '""Hematocrit""', '""Platelet Count""', '""MCH""', '""RDW""', '""Vancomycin""', '""Albumin""']"
Gallbladder cancer,"['""PT""', '""PTT""', '""INR(PT)""', '""MCHC""', '""Red Blood Cells""', '""Hemoglobin""', '""RDW""', '""MCV""', '""Platelet Count""', '""Hematocrit""', '""White Blood Cells""', '""MCH""', '""Calcium, Total""', '""Creatinine""', '""Anion Gap""', '""Bilirubin, Total""', '""Phosphate""', '""Urea Nitrogen""', '""Chloride""', '""Magnesium""', '""Sodium""', '""Alanine Aminotransferase (ALT)""', '""Glucose""', '""Alkaline Phosphatase""', '""Bicarbonate""', '""Asparate Aminotransferase (AST)""', '""Potassium""', '""Estimated GFR (MDRD equation)""', '""Albumin""', '""RDW-SD""', '""Specimen Type""', '""Intubated""', '""pCO2""', '""Base Excess""', '""pH""', '""pO2""', '""Calculated Total CO2""', '""Free Calcium""', '""Potassium, Whole Blood""', '""Lactate""', '""Chloride, Whole Blood""', '""Hematocrit, Calculated""', '""Sodium, Whole Blood""', '""Oxygen Saturation""']"
Gastrostomy,"['""Hematocrit""', '""RDW""', '""White Blood Cells""', '""MCHC""', '""Hemoglobin""', '""MCV""', '""MCH""', '""Platelet Count""', '""Red Blood Cells""', '""PT""', '""INR(PT)""', '""PTT""', '""Anion Gap""', '""Creatinine""', '""Glucose""', '""Phosphate""', '""Bicarbonate""', '""Potassium""', '""Calcium, Total""', '""Urea Nitrogen""', '""Sodium""', '""Magnesium""', '""Chloride""', '""Specimen Type""', '""Lactate""', '""Base Excess""', '""Free Calcium""', '""pH""', '""Calculated Total CO2""', '""pO2""', '""pCO2""', '""Sodium, Whole Blood""', '""Chloride, Whole Blood""', '""Hematocrit, Calculated""', '""Oxygen Saturation""', '""Potassium, Whole Blood""', '""Estimated GFR (MDRD equation)""', '""Creatine Kinase, MB Isoenzyme""', '""Troponin T""', '""Length of Urine Collection""', '""Uhold""', '""Urea Nitrogen, Urine""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Nitrite""', '""Bilirubin""', '""RBC""', '""Specific Gravity""', '""Ketone""', '""Leukocytes""', '""Urine Color""', '""Blood""', '""Bacteria""', '""Urobilinogen""', '""Epithelial Cells""', '""Protein""', '""Urine Appearance""', '""Yeast""', '""WBC""', '""Osmolality, Urine""', '""Eosinophils""', '""I""', '""H""', '""L""', '""Alanine Aminotransferase (ALT)""', '""Lactate Dehydrogenase (LD)""', '""Alkaline Phosphatase""', '""Asparate Aminotransferase (AST)""', '""Bilirubin, Total""', '""Absolute Eosinophil Count""', '""Immature Granulocytes""', '""Absolute Lymphocyte Count""', '""Lymphocytes""', '""Absolute Monocyte Count""', '""RDW-SD""', '""Absolute Basophil Count""', '""Monocytes""', '""Basophils""', '""Neutrophils""', '""Absolute Neutrophil Count""', '""Vancomycin""']"
